,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
61,False,/bguFhzIGpQdGQ6uizm07oMKbgHi.jpg,"['Crime', 'Drama', 'Action']",101,fr,Léon,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",76.57,/yI6X2cCM5YPJtxMhUd3dPGqDAhw.jpg,1994-09-14,Léon: The Professional,False,8.306,14931
62,False,/ns4vN9p3Z0inYlhh4q9vYXUw3zp.jpg,"['Animation', 'Thriller']",10494,ja,PERFECT BLUE,"Encouraged by her managers, rising pop star Mima takes on a recurring role on a popular TV show, when suddenly her handlers and collaborators begin turning up murdered.",45.804,/bee6ZQVaSAUhlBinsP9In8x8vO1.jpg,1998-02-28,Perfect Blue,False,8.3,2710
63,False,/c8Pi8F1FzpNebtgXcSjC9nWCdSW.jpg,"['Comedy', 'War']",914,en,The Great Dictator,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,26.174,/nhMXB8GTdswYMCL9nepDZymJCOr.jpg,1940-10-15,The Great Dictator,False,8.3,3398
64,False,/8KJMOKyl9rpgb9ELEwhfBMIaTHw.jpg,"['Animation', 'Family', 'Fantasy', 'Comedy']",1139087,en,Once Upon a Studio,"Created for Disney's 100th anniversary, the short features Mickey Mouse corralling a gallery of legendary Disney characters for a group photo.",27.653,/aiy3G1cYWV3LgKZHY6a3jL8bjYL.jpg,2023-09-24,Once Upon a Studio,False,8.301,359
65,False,/p47ihFj4A7EpBjmPHdTj4ipyq1S.jpg,['Drama'],599,en,Sunset Boulevard,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,25.162,/sC4Dpmn87oz9AuxZ15Lmip0Ftgr.jpg,1950-08-10,Sunset Boulevard,False,8.3,2610
66,False,/qknxyRgP6UTmwJ4B9tDAmzHMq7u.jpg,"['Romance', 'Animation', 'Fantasy']",92321,ja,蛍火の杜へ,"One hot summer day a little girl gets lost in an enchanted forest of the mountain god where spirits reside. A young boy appears before her, but she cannot touch him for fear of making him disappear. And so a wondrous adventure awaits...",0.022,/mDqzHV8UXWWNpZkoAbKmKX1ZxEE.jpg,2011-09-17,Hotarubi no Mori e,False,8.3,1116
67,False,/xLMJCCSatxENpHO9rLW9yD8A12C.jpg,"['Animation', 'Science Fiction', 'Action', 'Drama']",18491,ja,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,"SEELE orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can advance his own plans for the Human Instrumentality Project. Shinji is pushed to the limits of his sanity as he is forced to decide the fate of humanity. An alternate ending to the television series ""Neon Genesis Evangelion"", which aired from 1995 to 1996 and whose final two episodes were controversial for their atypically abstract direction.",33.632,/j6G24dqI4WgUtChhWjfnI4lnmiK.jpg,1997-07-19,Neon Genesis Evangelion: The End of Evangelion,False,8.3,1633
68,False,/26SUDI2iKhZTIKcU4ZzezTH1G15.jpg,"['Drama', 'Western']",335,it,C'era una volta il West,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",61.095,/qbYgqOczabWNn2XKwgMtVrntD6P.jpg,1968-12-21,Once Upon a Time in the West,False,8.3,4398
69,False,/ySaK6hpbCc2OE13ac7ovhgWwR5u.jpg,['Music'],568332,en,Taylor Swift: Reputation Stadium Tour,"Taylor Swift takes the stage in Dallas for the Reputation Stadium Tour and celebrates a monumental night of music, memories and visual magic.",14.759,/u6oXUTtOuJRPdUgUuPAVVJPSKCo.jpg,2018-12-31,Taylor Swift: Reputation Stadium Tour,False,8.289,396
70,False,/i1GT0e6Crg6UezT3ibXnMS3pBAd.jpg,"['Animation', 'Drama', 'Romance']",652837,ja,ジョゼと虎と魚たち,"With dreams of diving abroad, Tsuneo gets a job assisting Josee, an artist whose imagination takes her far beyond her wheelchair. But when the tide turns against them, they push each other to places they never thought possible, and inspire a love fit for a storybook.",27.526,/nftjnGgX20jiTihF0KYVwGzT4qO.jpg,2020-12-25,"Josee, the Tiger and the Fish",False,8.3,478
71,False,/wYfgf0cUgrXCkPiDd5dkC5090DG.jpg,"['Comedy', 'Drama', 'Romance']",3082,en,Modern Times,"A bumbling tramp desires to build a home with a young woman, yet is thwarted time and time again by his lack of experience and habit of being in the wrong place at the wrong time..",23.066,/7uoiKOEjxBBW0AgDGQWrlfGQ90w.jpg,1936-02-05,Modern Times,False,8.284,3723
72,False,/u1wHUA0R48FH4WV3sGqjwx3aNZm.jpg,"['Animation', 'Drama', 'Music', 'Romance']",632632,ja,映画 ギヴン,"The relationship between a band's bassist, their drummer, and the drummer’s roommate and ex-boyfriend, who is a professional violinist.",19.733,/3trPz7muDOv4AHjDZiD3MLGls2Q.jpg,2020-08-22,Given,False,8.279,389
73,False,/9Qs9oyn4iE8QtQjGZ0Hp2WyYNXT.jpg,"['Drama', 'War']",28,en,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",58.897,/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,1979-05-19,Apocalypse Now,False,8.274,8305
74,False,/oDTHNGAH1gZwNk45do1rOoU3oxN.jpg,"['Drama', 'Comedy']",77338,fr,Intouchables,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,69.239,/1QU7HKgsQbGpzsJbJK4pAVQV9F5.jpg,2011-11-02,The Intouchables,False,8.3,17357
75,False,/Ma7mQsldFCaQpsZbm8zolgLfmV.jpg,"['Comedy', 'Drama', 'Romance']",901,en,City Lights,A tramp falls in love with a beautiful blind flower girl. His on-and-off friendship with a wealthy man allows him to be the girl's benefactor and suitor.,19.204,/ugmakEL5y294I5bXgiBqApuZpwc.jpg,1931-02-06,City Lights,False,8.3,2193
76,False,/2Kkqmy3EpXqBDqv1vvsNXX3pwww.jpg,"['Drama', 'Comedy']",42269,it,C'eravamo tanto amati,"Three partisans bound by a strong friendship return home after the war, but the clash with everyday reality puts a strain on their bond.",13.352,/zGGWYpiKNwjpKxelPxOMqJnUgDs.jpg,1974-12-21,We All Loved Each Other So Much,False,8.271,573
77,False,/ch3lDc4xQ9MpsNEpnRhvR8PIxxK.jpg,"['Drama', 'Family', 'Fantasy']",1585,en,It's a Wonderful Life,"A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.",87.744,/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg,1946-12-20,It's a Wonderful Life,False,8.3,4410
78,False,/inEy3A5OPgeYW4rjRiGycfEeQzA.jpg,['Drama'],637920,tr,7. Koğuştaki Mucize,"Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.",42.9,/bOth4QmNyEkalwahfPCfiXjNh1r.jpg,2019-10-10,Miracle in Cell No. 7,False,8.3,4421
79,False,/nbMY2UcNnaAr3jrrowzN0NaxQyr.jpg,"['War', 'Drama', 'History']",975,en,Paths of Glory,A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.,31.056,/tJXwtzOSNUC8dxJfrdvkNtGrrgW.jpg,1957-10-25,Paths of Glory,False,8.261,2953
80,False,/muSeX7fnNw0pv4zHK7RSwZln6Hk.jpg,"['Drama', 'Music']",10376,it,La leggenda del pianista sull'oceano,"The story of a virtuoso piano player who lives his entire life aboard an ocean liner. Born and raised on the ship, 1900 (Tim Roth) learned about the outside world through interactions with passengers, never setting foot on land, even for the love of his life. Years later, the ship may be destroyed, and a former band member fears that 1900 may still be aboard, willing to go down with the ship.",25.528,/iOcbJ5pxokOPDRgieVDbsFMrCc6.jpg,1998-10-28,The Legend of 1900,False,8.3,2273
81,False,/wXsQvli6tWqja51pYxXNG1LFIGV.jpg,"['Family', 'Animation', 'Drama']",8587,en,The Lion King,"Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life.",151.188,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,1994-06-24,The Lion King,False,8.255,18477
82,False,/sdwjQEM869JFwMytTmvr6ggvaUl.jpg,"['Drama', 'Thriller', 'Mystery', 'Action']",670,ko,올드보이,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate man seeks revenge on his captors.",74.472,/pWDtjs568ZfOTMbURQBYuT4Qxka.jpg,2003-11-21,Oldboy,False,8.256,8778
83,False,/f72GEQF2lKsdmEULSI9bWCbQylH.jpg,"['Drama', 'Thriller', 'Crime']",29259,fr,Le Trou,"Four prison inmates have been hatching a plan to literally dig out of jail when another prisoner, Claude Gaspard, is moved into their cell. They take a risk and share their plan with the newcomer. Over the course of three days, the prisoners and friends break through the concrete floor using a bed post and begin to make their way through the sewer system -- yet their escape is anything but assured.",25.856,/xyZhiOz5NHVBUKlpioxjwajy7pm.jpg,1960-03-18,Le Trou,False,8.254,483
84,False,/L7DIiAdP8DnNqOh7454ZrTYspR.jpg,"['Music', 'Drama', 'Romance']",630566,en,Clouds,"Young musician Zach Sobiech discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.",21.462,/d0OdD1I8qAfETvE9Rp9Voq7R8LR.jpg,2020-10-09,Clouds,False,8.252,1008
85,False,/wO0MIGcA7w7tBI9Ey80Q4Z7qnPm.jpg,"['Animation', 'Family', 'Adventure', 'Fantasy']",995133,en,"The Boy, the Mole, the Fox and the Horse","The unlikely friendship of a boy, a mole, a fox and a horse traveling together in the boy's search for home.",35.873,/aBBJRyS17TIrdXih3uSYvPAR3Ua.jpg,2022-12-25,"The Boy, the Mole, the Fox and the Horse",False,8.25,599
86,False,/uRKhh7JYMD6QWNt0NjmMfh7uLdm.jpg,['Music'],1160164,en,TAYLOR SWIFT | THE ERAS TOUR,"The cultural phenomenon continues on the big screen! Immerse yourself in this once-in-a-lifetime concert film experience with a breathtaking, cinematic view of the history-making tour.",37.641,/jf3YO8hOqGHCupsREf5qymYq1n.jpg,2023-10-13,TAYLOR SWIFT | THE ERAS TOUR,False,8.2,425
87,False,/uxLPHh2NLEWoIInABsqREoQ845i.jpg,"['Animation', 'Fantasy', 'Romance', 'Drama']",533514,ja,劇場版 ヴァイオレット・エヴァーガーデン,"As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.",29.049,/A9R6bukzzRmOzxvDQsXdQpeNm8l.jpg,2020-09-18,Violet Evergarden: The Movie,False,8.2,412
88,False,/5yEbLzaXe24cpFjfom7ntBY3rfB.jpg,"['Drama', 'War']",25237,ru,Иди и смотри,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",26.304,/qNbMsKVzigERgJUbwf8pKyZogpb.jpg,1985-10-17,Come and See,False,8.2,1526
89,False,/5MgMCnslrxQfOfaq6T5ndkLlcCk.jpg,"['Animation', 'Romance', 'Drama', 'Fantasy']",572154,ja,青春ブタ野郎はゆめみる少女の夢を見ない,"In Fujisawa, Sakuta Azusagawa is in his second year of high school. Blissful days with his girlfriend and upperclassman, Mai Sakurajima, are interrupted by the appearance of his first crush, Shoko Makinohara.",23.103,/AtFnN4OztDJy8IFwYd5JfU0jlEM.jpg,2019-06-15,Rascal Does Not Dream of a Dreaming Girl,False,8.2,525
90,False,/27ZkYMWynuK2qiDP6awc3MsCaOs.jpg,"['Romance', 'Drama']",527641,en,Five Feet Apart,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",51.708,/kreTuJBkUjVWePRfhHZuYfhNE1T.jpg,2019-03-14,Five Feet Apart,False,8.245,5648
91,False,/88J6waYVTta8Qz3iX3qUeWNA5d5.jpg,"['Drama', 'Romance']",447362,en,Life in a Year,"A 17 year old finds out that his girlfriend is dying, so he sets out to give her an entire life, in the last year she has left.",32.733,/bP7u19opmHXYeTCUwGjlLldmUMc.jpg,2020-11-27,Life in a Year,False,8.246,1889
92,False,/1EAxNqdkVnp48a7NUuNBHGflowM.jpg,"['Animation', 'Action', 'Science Fiction', 'Drama']",283566,ja,シン・エヴァンゲリオン劇場版:||,"In the aftermath of the Fourth Impact, stranded without their Evangelions, Shinji, Asuka and Rei find refuge in one of the rare pockets of humanity that still exist on the ruined planet Earth. There, each lives a life far different from their days as an Evangelion pilot. However, the danger to the world is far from over. A new impact is looming on the horizon—one that will prove to be the true end of Evangelion.",32.809,/md5wZRRj8biHrGtyitgBZo7674t.jpg,2021-03-08,Evangelion: 3.0+1.0 Thrice Upon a Time,False,8.2,821
93,False,/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg,"['Adventure', 'Science Fiction', 'Action']",299534,en,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",110.602,/ulzhLuWrPK07P1YkdWQLZnQh1JL.jpg,2019-04-24,Avengers: Endgame,False,8.244,25902
94,False,/mlxKite1x1PgmIhJgAxNS9eHmH8.jpg,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",508965,en,Klaus,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",33.682,/q125RHUDgR4gjwh1QkfYuJLYkL.jpg,2019-11-08,Klaus,False,8.243,4168
95,False,/bjhyMfL5yLtliwBuheRD4HOI78G.jpg,"['Drama', 'History']",490132,en,Green Book,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",88.603,/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,2018-11-16,Green Book,False,8.241,11738
96,False,/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg,"['Adventure', 'Action', 'Science Fiction']",299536,en,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",200.095,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,2018-04-25,Avengers: Infinity War,False,8.24,30054
